id	sampleA	sampleB	baseMeanA	baseMeanB	log2FC	pval	padj	sig
AT2G25490	WT	h3h3	5838.01629993952	6386.58296386903	-0.129285772293001	0.0740441910438348	0.277698135061948	notDE
AT2G25500	WT	h3h3	2.71179038657297	2.43865102404693	0.142910231069984	0.908350079195922	NA	notDE
AT2G25510	WT	h3h3	2583.24300123282	988.02991416842	1.38703320929439	7.31834924306615e-07	2.24530729284042e-05	DE
AT2G25520	WT	h3h3	7749.08822800628	7335.1214504551	0.0792793268503072	0.165524621451689	0.445595194014823	notDE
AT2G25530	WT	h3h3	746.963401033349	736.106891224235	0.0216539881265589	0.86532548807579	0.953090846430234	notDE
AT2G25540	WT	h3h3	386.617570372295	356.962186019326	0.116440262093002	0.37812588133203	0.684378443942311	notDE
AT2G25560	WT	h3h3	724.182839619545	791.966691043139	-0.126958809294998	0.145468781738766	0.415363404085223	notDE
AT2G25565	WT	h3h3	2.31497660620565	2.03587498916527	0.17666008270594	0.907364264691889	NA	notDE
AT2G25570	WT	h3h3	506.126389130321	544.728301200956	-0.105389843405808	0.311593522376746	0.623623858102618	notDE
AT2G25580	WT	h3h3	463.813551691168	436.535379856796	0.0850641392590182	0.431713530184016	0.724257363798724	notDE
AT2G25590	WT	h3h3	2202.69289881046	2395.51027428227	-0.120993609143247	0.17934756832642	0.465881632182228	notDE
AT2G25600	WT	h3h3	150.331234570707	151.317158844215	-0.00790388028894543	0.97365006880928	0.992182546921282	notDE
AT2G25605	WT	h3h3	353.022005184304	392.945484336281	-0.156410464428617	0.194795875914605	0.488987654754573	notDE
AT2G25610	WT	h3h3	1479.51170257285	1532.20525225266	-0.0518366355503266	0.492630791462959	0.768199839742173	notDE
AT2G25620	WT	h3h3	1009.97717731517	988.235511565895	0.0327176297490053	0.729388940101389	0.89976759846127	notDE
AT2G25625	WT	h3h3	4992.78220816841	4136.77709714068	0.272011424826491	2.46726557076409e-05	0.000485164896144646	notDE
AT2G25630	WT	h3h3	40.8655326448674	29.8976735194049	0.441244228992968	0.259686248167544	0.569043511118713	notDE
AT2G25640	WT	h3h3	748.38444451804	672.430903051999	0.156800435859015	0.0862104569468214	0.304753538381674	notDE
AT2G25650	WT	h3h3	1139.50332571363	1211.27864584777	-0.088305858474311	0.249582762199226	0.557448357582022	notDE
AT2G25660	WT	h3h3	4138.86885292001	3965.84944336201	0.061910221407432	0.2651881467545	0.575380360967337	notDE
AT2G25670	WT	h3h3	4694.48226678653	4216.01708297652	0.154747074734546	0.00809102589349676	0.0578335512380618	notDE
AT2G25680	WT	h3h3	274.852760840145	351.578715917015	-0.359651418384438	0.00905600062179045	0.0632325573249568	notDE
AT2G25685	WT	h3h3	9.45627527756833	4.97704721565774	0.968581695013616	0.239647453939966	0.546263241733198	notDE
AT2G25690	WT	h3h3	459.514509288585	545.287835661742	-0.248327681051837	0.0293196471068186	0.150210584400124	notDE
AT2G25700	WT	h3h3	32.7396614574198	28.3874770902886	0.224938853934384	0.617621519347239	0.844870451165435	notDE
AT2G25710	WT	h3h3	1021.47661858515	1026.21222956722	-0.00745522458489153	0.925448076473819	0.975435082122988	notDE
AT2G25720	WT	h3h3	489.275584739827	550.034328686547	-0.168436380423608	0.0855325649240051	0.303509507514096	notDE
AT2G25730	WT	h3h3	7056.68165720392	7508.69004266454	-0.0895668718842328	0.185894430757032	0.475903076468839	notDE
AT2G25737	WT	h3h3	1087.15819594614	934.698536818581	0.216040078151785	0.00988449336928613	0.0675037556149207	notDE
AT2G25740	WT	h3h3	802.084818884444	843.84449815776	-0.0753111309185103	0.404400046052316	0.705115370966483	notDE
AT2G25760	WT	h3h3	3549.00460497903	3832.64690778028	-0.110559073549171	0.0858134795164361	0.304002591206696	notDE
AT2G25770	WT	h3h3	1.52089511310967	2.27191809259794	-0.547187454189845	0.705089060881047	NA	notDE
AT2G25790	WT	h3h3	346.766021130508	365.874523376619	-0.0788215968574511	0.535149477327908	0.796014868165392	notDE
AT2G25800	WT	h3h3	2075.84951086566	2298.41469571138	-0.146796178344848	0.0170958479503931	0.101753080560775	notDE
AT2G25810	WT	h3h3	153.442988315048	120.531224994767	0.340679901486186	0.117978979946864	0.36941427351289	notDE
AT2G25830	WT	h3h3	1071.76402391735	965.08185385638	0.149559753868742	0.116917080428324	0.367554209831557	notDE
AT2G25840	WT	h3h3	1169.45802623797	1023.51174258277	0.19170428411607	0.0140480035501517	0.0883518343690159	notDE
AT2G25850	WT	h3h3	2523.09135498885	2820.42365408552	-0.160143650855534	0.0268484451523834	0.140748948087709	notDE
AT2G25870	WT	h3h3	2384.99221431966	2031.34598127997	0.232484539008306	0.000333660694607941	0.00442436147060622	notDE
AT2G25880	WT	h3h3	527.084840141146	459.224967205983	0.195533964864127	0.09674043504012	0.326457046388933	notDE
AT2G25890	WT	h3h3	0.793629113464012	2.64673808563572	-1.63438303477095	0.359593711113186	NA	notDE
AT2G25900	WT	h3h3	3752.89944460064	3218.64167721634	0.221415751688021	0.0567672618052647	0.234361578668697	notDE
AT2G25910	WT	h3h3	2751.46975977507	3026.39422723744	-0.137501394752979	0.0358545963592499	0.171850085280514	notDE
AT2G25920	WT	h3h3	685.346032531645	713.05894526456	-0.0563155534796115	0.556968893499926	0.810360258523658	notDE
AT2G25930	WT	h3h3	4665.19233079055	4583.22510951623	0.0259273824050722	0.746751075654239	0.907704261546741	notDE
AT2G25940	WT	h3h3	180.217762462698	125.964799821723	0.516845568837245	0.00468152557741819	0.0381787035479214	notDE
AT2G25950	WT	h3h3	1466.8678182285	1483.298410112	-0.0170551905504271	0.811099935925387	0.93364748315896	notDE
AT2G25964	WT	h3h3	679.331080196644	785.625493893164	-0.209902591417648	0.0339413224389012	0.165607979045128	notDE
AT2G25970	WT	h3h3	5790.50648082611	5831.20218937999	-0.00997138385684886	0.865151306546896	0.953046050910585	notDE
AT2G26000	WT	h3h3	471.016249722233	459.351665095777	0.0338075717790262	0.754205245319374	0.911370349199548	notDE
AT2G26030	WT	h3h3	899.028925354716	979.847263213924	-0.123751980453566	0.15727662618065	0.433472194293257	notDE
AT2G26040	WT	h3h3	10.3189786771837	17.5535625097535	-0.768377415955945	0.18826459705646	0.479848410612245	notDE
AT2G26050	WT	h3h3	20.5034231609323	11.1855772159695	0.852242067585797	0.130804004770277	0.392595341577503	notDE
AT2G26060	WT	h3h3	1178.1288229991	1306.36573719639	-0.149168978180649	0.0389289297160819	0.182261265822014	notDE
AT2G26070	WT	h3h3	551.154177402553	556.612094589872	-0.0120783620472419	0.922938798096694	0.974552249207803	notDE
AT2G26080	WT	h3h3	7623.8936452093	8120.32231687277	-0.0906812355100036	0.144295623297691	0.413929345570737	notDE
AT2G26100	WT	h3h3	982.314803360852	1126.49684460658	-0.197433148568503	0.00862953430020847	0.0609101770069098	notDE
AT2G26110	WT	h3h3	1897.53268664274	1969.9698565318	-0.0540267723189845	0.432836853571169	0.725044874421289	notDE
AT2G26140	WT	h3h3	6240.26218904214	6136.24981902331	0.024575782866352	0.666192394840002	0.867516669807395	notDE
AT2G26150	WT	h3h3	59.9194061933775	110.090117298759	-0.877585498360308	0.0366710324097556	0.174824167198334	notDE
AT2G26170	WT	h3h3	1029.69238594366	1381.72128307359	-0.425076889680153	5.66341242445938e-08	2.33234571288072e-06	notDE
AT2G26180	WT	h3h3	263.295063576943	266.092270316472	-0.0176460469034276	0.903438067883014	0.968816196190267	notDE
AT2G26190	WT	h3h3	749.561404580382	726.281767215994	0.0430339956557262	0.751168858396202	0.909857528425038	notDE
AT2G26200	WT	h3h3	1354.87149092439	1353.78073354852	0.001049516270255	0.988288060895747	0.996615925721888	notDE
AT2G26210	WT	h3h3	1201.41946899127	1225.8705729634	-0.029287389292355	0.699158739099473	0.884577682121773	notDE
AT2G26211	WT	h3h3	9.52218290629595	12.0678763189255	-0.348059426443656	0.60410476947379	0.838045192607451	notDE
AT2G26230	WT	h3h3	2847.29389830487	2718.70378753687	0.0654793907124239	0.320877804112655	0.633852797257865	notDE
AT2G26240	WT	h3h3	580.331113155133	597.629987063527	-0.0416161424018274	0.666516493881359	0.867614461848319	notDE
AT2G26250	WT	h3h3	9276.40206940309	9450.64591351618	-0.0268477837012192	0.784854134024471	0.922754435315532	notDE
AT2G26260	WT	h3h3	1075.53310653961	1040.55007603012	0.0477572138684058	0.590569360935972	0.831271828772321	notDE
AT2G26267	WT	h3h3	41.9268714535765	45.7304709071225	-0.133632093143083	0.677101287881734	0.873205943028193	notDE
AT2G26270	WT	h3h3	334.111713421868	333.44093261934	0.00237019847089917	0.984079044931795	0.995749988055867	notDE
AT2G26280	WT	h3h3	2689.9908116771	2820.39036299915	-0.0687619725008177	0.300455228490826	0.612260797233899	notDE
AT2G26290	WT	h3h3	574.400191583267	375.880200844295	0.612468985756463	6.16211904466075e-06	0.00014437831437791	notDE
AT2G26300	WT	h3h3	5066.39063724822	4935.90696129978	0.0377930770759452	0.546132186750864	0.803532860135332	notDE
AT2G26310	WT	h3h3	1347.56265297921	1221.39962975617	0.141676036719741	0.0710561772088302	0.26979929697289	notDE
AT2G26320	WT	h3h3	2.5136089098406	0.627900003754749	1.89298784697881	0.305197784113431	NA	notDE
AT2G26330	WT	h3h3	5388.15248284321	5591.36271091519	-0.0533238615028969	0.44684201771448	0.736012016509309	notDE
AT2G26340	WT	h3h3	1484.63368399659	1579.99945098057	-0.0903441907085139	0.265417400994994	0.575761106392604	notDE
AT2G26350	WT	h3h3	625.629782438222	658.341701664673	-0.0753779907464501	0.472371309814686	0.753893951456546	notDE
AT2G26355	WT	h3h3	1223.27579095368	1458.88779252972	-0.254430793392164	0.00355980490303509	0.0307268125749683	notDE
AT2G26360	WT	h3h3	180.885003321561	184.68400555826	-0.0290887102840052	0.855634021509602	0.950088280132123	notDE
AT2G26380	WT	h3h3	6.81130038444568	21.9721764392779	-1.66983384050128	0.00668393560662528	0.0502762490396489	notDE
AT2G26390	WT	h3h3	13.6894116041536	10.3191551550457	0.380080234568652	0.533514390161078	0.794936115234424	notDE
AT2G26400	WT	h3h3	6.08538841823717	1.4359310272544	2.07309546239874	0.0862800478025379	NA	notDE
AT2G26410	WT	h3h3	162.442014215527	227.029171396274	-0.481528576413392	0.405637248214802	0.705785838411023	notDE
AT2G26420	WT	h3h3	50.4604212962055	1.06111103421662	5.5646558934622	2.41613893254461e-09	1.31658054046928e-07	DE
AT2G26430	WT	h3h3	1864.21705005824	1847.20757651691	0.0119948724480469	0.871272861291418	0.95564736092909	notDE
AT2G26440	WT	h3h3	1399.58234867897	1407.56905827175	-0.00763965457226196	0.932420697110673	0.978249229511757	notDE
AT2G26450	WT	h3h3	504.666714329548	670.966689503653	-0.410462870172675	0.478882848147813	0.758919277220855	notDE
AT2G26460	WT	h3h3	1123.68941299897	1124.80124080378	-0.00201345297804431	0.979491272048743	0.994265855145029	notDE
AT2G26470	WT	h3h3	485.631115013682	556.86231850979	-0.196930894530286	0.0476949159008878	0.208829814765388	notDE
AT2G26480	WT	h3h3	11.5076120524872	15.2232533797314	-0.405926605571293	0.468810358943032	0.750397924864716	notDE
AT2G26490	WT	h3h3	72.1633520236317	75.5586777089059	-0.0599865628969256	0.889500943422458	0.962397217878853	notDE
AT2G26500	WT	h3h3	9913.5735133753	10250.545128233	-0.0483103068088292	0.455932107220158	0.74306423317335	notDE
AT2G26510	WT	h3h3	2692.1901157896	3136.16865646674	-0.220714224790325	0.000655501081004641	0.00773419044061399	notDE
AT2G26520	WT	h3h3	133.915990178637	137.948335700609	-0.0367569063620515	0.857687709207861	0.950642350370177	notDE
AT2G26530	WT	h3h3	526.719678960452	572.131085133378	-0.12430161791566	0.373421584045031	0.680522782939694	notDE
AT2G26540	WT	h3h3	1308.73395456464	1311.2393977479	-0.00321391635021008	0.965249933792344	0.98894016515946	notDE
AT2G26550	WT	h3h3	865.247794079618	802.74701327049	0.108577724776778	0.208506124269137	0.507103778264079	notDE
AT2G26560	WT	h3h3	290.429260873071	125.002274089818	1.22159907156657	1.5860045004746e-09	9.00909452988421e-08	DE
AT2G26570	WT	h3h3	2686.29475204016	2518.10603046376	0.0938635967958924	0.117454060067717	0.368323136088763	notDE
AT2G26580	WT	h3h3	222.796482998545	236.017419723161	-0.0837361806532506	0.635469784581087	0.853015593936097	notDE
AT2G26590	WT	h3h3	1678.00872649516	1557.08104215292	0.106744403640329	0.141139633585237	0.409387139811439	notDE
AT2G26600	WT	h3h3	1799.8623944424	2102.74453654889	-0.225160816675915	0.0047120004555764	0.0383752191808748	notDE
AT2G26640	WT	h3h3	912.476357004389	911.791952590069	-7.84066815218378e-05	0.999340548334696	0.999667313274828	notDE
AT2G26650	WT	h3h3	392.45564654969	365.339088224857	0.105561413445304	0.426594865374924	0.720485431285677	notDE
AT2G26660	WT	h3h3	1057.5591395502	1074.83159943614	-0.0234519383462185	0.760509373703949	0.914088131440201	notDE
AT2G26670	WT	h3h3	7931.54976844614	6089.27188240168	0.381270320621618	2.64569705853864e-08	1.15627760221643e-06	notDE
AT2G26680	WT	h3h3	1257.85607621894	1225.20279981882	0.0388944069547999	0.61277829231341	0.842658416979988	notDE
AT2G26690	WT	h3h3	4783.81102821015	4727.44417690177	0.0169891579036875	0.840449299789135	0.944058305191664	notDE
AT2G26692	WT	h3h3	32.209673727972	29.0080967784721	0.161003334095538	0.665310818976302	0.866976950459687	notDE
AT2G26695	WT	h3h3	663.421133691872	666.728150580869	-0.00712050025467729	0.961951750907175	0.987653437186761	notDE
AT2G26700	WT	h3h3	47.8790859227331	39.9149603499793	0.277543580932278	0.44160950492473	0.731905222409199	notDE
AT2G26710	WT	h3h3	401.907814697794	405.926100108932	-0.012746191524853	0.916209101474438	0.972711722460324	notDE
AT2G26730	WT	h3h3	4041.2694899851	4304.3506624624	-0.0912934282836708	0.117512063174304	0.368397135540584	notDE
AT2G26740	WT	h3h3	3068.6086319433	4182.52523995341	-0.44644163326094	2.32468650653076e-11	1.79076120637972e-09	notDE
AT2G26750	WT	h3h3	410.517233837431	641.803367840999	-0.642829313401785	4.18835201802512e-06	0.000103096044213802	notDE
AT2G26760	WT	h3h3	516.709453807506	491.124760346449	0.0720769068134356	0.482938870071928	0.761122748203587	notDE
AT2G26770	WT	h3h3	2183.0440750859	2202.84576691936	-0.0129999270333633	0.839021465237586	0.94390702470879	notDE
AT2G26780	WT	h3h3	3664.43388526225	3669.75945197767	-0.00135255821086915	0.982474839602152	0.995107713781571	notDE
AT2G26790	WT	h3h3	140.675397386569	113.97946986225	0.292580646534231	0.183955321412254	0.472860785985286	notDE
AT2G26800	WT	h3h3	1598.97770990705	1503.55557277528	0.0889716608808813	0.228908312486597	0.533471706594894	notDE
AT2G26810	WT	h3h3	417.784020662318	430.197829558593	-0.042773491127468	0.693489940698351	0.881945904154355	notDE
AT2G26820	WT	h3h3	3.57087630186201	2.49704206147102	0.526062502256639	0.646749947560626	NA	notDE
AT2G26830	WT	h3h3	1299.99104578838	1514.10202311685	-0.21941333157878	0.00688729117616824	0.051444485712467	notDE
AT2G26840	WT	h3h3	439.391164967096	405.455171089724	0.115727084107485	0.310911125577313	0.62301925491174	notDE
AT2G26850	WT	h3h3	336.734302294695	429.127962574683	-0.349016880071684	0.538887071440012	0.798146486842465	notDE
AT2G26860	WT	h3h3	590.107883641889	583.495113209112	0.0162187930494293	0.873992805622896	0.956683496852091	notDE
AT2G26865	WT	h3h3	51.1235767638164	26.4854210832558	0.969665942343045	0.0301727584752436	0.153092811200101	notDE
AT2G26870	WT	h3h3	645.516491461532	693.458434763038	-0.102201064732764	0.352000824457183	0.662689903802248	notDE
AT2G26890	WT	h3h3	5486.16719271725	6302.70177431854	-0.199572031742515	0.00280248625655089	0.0255034919602809	notDE
AT2G26900	WT	h3h3	9116.75959238499	8766.94011894726	0.0564940925664707	0.359629119316787	0.668703446224624	notDE
AT2G26910	WT	h3h3	3855.27591664574	4093.34832546812	-0.0863047335601677	0.35466979041431	0.664572972056122	notDE
AT2G26920	WT	h3h3	1883.8577667141	1887.40088676226	-0.00319000165603482	0.960504567374982	0.987278176102123	notDE
AT2G26930	WT	h3h3	1133.63732316384	1033.80246938146	0.131702820842018	0.153569922007754	0.426937541191231	notDE
AT2G26940	WT	h3h3	2.44724734875163	1.4359310272544	0.770416737014799	0.587346383641129	NA	notDE
AT2G26950	WT	h3h3	0.330452219278342	3.61902308684805	-3.45144178683566	0.0507713655452356	NA	notDE
AT2G26960	WT	h3h3	1.85270447128392	3.87210309756501	-1.0738960801372	0.415184080719635	NA	notDE
AT2G26970	WT	h3h3	424.125817048648	406.220369671367	0.0614078465773762	0.594638060206954	0.833836280182242	notDE
AT2G26975	WT	h3h3	196.5535076516	214.42850078015	-0.128691561583262	0.392903204036343	0.695400152913262	notDE
AT2G26980	WT	h3h3	1010.27411928164	957.018110891754	0.077465367411612	0.388491087354352	0.692256335138413	notDE
AT2G26990	WT	h3h3	2492.33518583528	2416.10170695739	0.0445854987295907	0.490327399610244	0.766449727200976	notDE
AT2G27010	WT	h3h3	30.291060075231	38.0580538377125	-0.32784781613719	0.345148018730914	0.656191834261587	notDE
AT2G27020	WT	h3h3	5281.10730798629	5045.40010197044	0.0655807742221001	0.308829954053674	0.620530662058854	notDE
AT2G27030	WT	h3h3	4199.60129086369	4533.95927298374	-0.110083487010452	0.0665995526598316	0.258141071531275	notDE
AT2G27035	WT	h3h3	44.3754774939534	46.254986924325	-0.0640764147010226	0.834092089397631	0.942460040439068	notDE
AT2G27040	WT	h3h3	4476.52330970645	4342.67447225613	0.0443644954768878	0.464506073026799	0.747812175151773	notDE
AT2G27050	WT	h3h3	2402.95672326049	2450.80727182027	-0.0279896836334063	0.689583583461608	0.880344363969375	notDE
AT2G27060	WT	h3h3	1173.81261967236	1309.13991405798	-0.156851287972958	0.0982274377541806	0.329038100970715	notDE
AT2G27070	WT	h3h3	4.10041475713666	3.38050102967905	0.264215199789872	0.804661663065626	NA	notDE
AT2G27080	WT	h3h3	222.227270275009	273.93985782056	-0.308346742061231	0.082444336670567	0.296880018463123	notDE
AT2G27090	WT	h3h3	1621.24537769631	1647.96725733749	-0.0230128906316557	0.792008209506591	0.925705816936418	notDE
AT2G27100	WT	h3h3	2731.24623571577	2740.61104075909	-0.00451652065744392	0.940787510359003	0.980295447797852	notDE
AT2G27110	WT	h3h3	1310.3302759115	1385.68142144319	-0.0811132599619887	0.284803036497931	0.59640697844323	notDE
AT2G27120	WT	h3h3	65.8725192108806	63.7367603083584	0.0394810635860926	0.879034401969951	0.958713219272182	notDE
AT2G27130	WT	h3h3	725.038281654109	741.938180968372	-0.034711975903332	0.702170133465041	0.886388442697588	notDE
AT2G27140	WT	h3h3	559.061212975031	602.361343149456	-0.103808567548081	0.449681429107413	0.737940590812457	notDE
AT2G27150	WT	h3h3	4270.6204891041	3577.19731153515	0.255883831628289	0.000122231638029184	0.001896804730721	notDE
AT2G27170	WT	h3h3	3436.09409160663	3468.31202857431	-0.0136682426210651	0.846761858424456	0.946271731887477	notDE
AT2G27180	WT	h3h3	201.201615053006	291.794288012765	-0.534904036579092	0.302749869572418	0.614454552314343	notDE
AT2G27190	WT	h3h3	1897.18472986262	1925.88097274001	-0.0223492452522581	0.768581904102703	0.91709596165779	notDE
AT2G27200	WT	h3h3	803.713238999693	877.781328830237	-0.127666167071833	0.173693243320871	0.458366088196729	notDE
AT2G27210	WT	h3h3	1968.67499891041	1986.87515372521	-0.0125637846678857	0.854806458410475	0.949752492767607	notDE
AT2G27220	WT	h3h3	125.531002956222	283.883508109418	-1.17751471644217	1.29813244195551e-13	1.29904234787277e-11	DE
AT2G27229	WT	h3h3	4.89358993823932	4.45501015219158	0.15675852704445	0.866090206291037	NA	notDE
AT2G27240	WT	h3h3	29.8319530450037	25.0933204622831	0.236006293914291	0.587749305231674	0.829105551118919	notDE
AT2G27260	WT	h3h3	788.226178100004	764.80489473365	0.0445435174848967	0.623781390120084	0.847755792950998	notDE
AT2G27280	WT	h3h3	4.89449469750326	2.78303602150451	0.794865282765373	0.455436382488935	NA	notDE
AT2G27285	WT	h3h3	1334.13367728342	1380.78323646537	-0.0493022738239678	0.504296819979712	0.776775976398298	notDE
AT2G27290	WT	h3h3	1061.24733788128	1227.81514564342	-0.211173778325533	0.0144841106935516	0.0900892333727582	notDE
AT2G27300	WT	h3h3	52.9839747943025	50.9194032265896	0.0601114258147143	0.861753613591815	0.951761079210079	notDE
AT2G27310	WT	h3h3	1691.57496153129	1955.82173577954	-0.209342272337148	0.00242831558437135	0.0227780894609341	notDE
AT2G27315	WT	h3h3	16.8011793230589	1.4054960316742	3.55416822721806	0.000671354765539126	0.00787784235836734	DE
AT2G27320	WT	h3h3	26.9161002464828	12.403664589922	1.15223514914213	0.0608895330901828	0.244818871490107	notDE
AT2G27330	WT	h3h3	557.116342670884	541.091391755253	0.0401201322703983	0.688934097045544	0.880072546096059	notDE
AT2G27340	WT	h3h3	536.306897343529	526.777921205813	0.0254301913572594	0.809383942174558	0.933033165832381	notDE
AT2G27350	WT	h3h3	2444.78240613223	2409.05205937306	0.0206931634761276	0.769487709162711	0.917373774013148	notDE
AT2G27360	WT	h3h3	34.5910087898078	40.5952901640712	-0.22513819397391	0.523736850730768	0.78895784034886	notDE
AT2G27385	WT	h3h3	3930.1723989667	3492.00229279421	0.170342403346903	0.0842752077416855	0.301181874209244	notDE
AT2G27389	WT	h3h3	31.7483047995848	27.4711014951696	0.19263165068925	0.635234425954841	0.852993806861232	notDE
AT2G27400	WT	h3h3	71.7574658069549	89.1036826395878	-0.31001296052518	0.266046672153941	0.576535100879802	notDE
AT2G27402	WT	h3h3	337.298427045764	271.367231268743	0.309721578592676	0.0379763045338341	0.179093274959713	notDE
AT2G27420	WT	h3h3	3.63814262221493	1.95796809072056	0.955595997569464	0.450140281527133	NA	notDE
AT2G27430	WT	h3h3	107.340292950606	84.2778044046224	0.341018092485802	0.15111586301099	0.423468490759011	notDE
AT2G27450	WT	h3h3	2302.86978554335	2311.57901459938	-0.00578612355700317	0.931612962960769	0.978036936838817	notDE
AT2G27460	WT	h3h3	1272.24831290078	1270.37166825773	0.00146728409175369	0.983700190024431	0.995554800064895	notDE
AT2G27470	WT	h3h3	711.95790305021	675.371069281282	0.0757342392830811	0.391837308244049	0.694803732687576	notDE
AT2G27480	WT	h3h3	139.667310445998	141.042999315892	-0.0109437258552066	0.95642570951065	0.986181020088278	notDE
AT2G27490	WT	h3h3	561.28855530834	559.272854268761	0.00443150075691405	0.963814699579232	0.988524456834409	notDE
AT2G27500	WT	h3h3	1108.63714403052	977.621811026982	0.178713756224683	0.0337356905575145	0.165018230536586	notDE
AT2G27505	WT	h3h3	104.297602623311	78.6897375468564	0.40346127488486	0.0980514597328426	0.328808645502478	notDE
AT2G27510	WT	h3h3	2106.61687460805	1876.66935820385	0.167155170289161	0.00819072310034541	0.0583708270195996	notDE
AT2G27530	WT	h3h3	17460.0891973324	14514.463015987	0.266559639108861	8.45679322781672e-06	0.000189239526618281	notDE
AT2G27580	WT	h3h3	816.74658875462	788.844856791795	0.050747667459498	0.609073815039989	0.840690670259836	notDE
AT2G27590	WT	h3h3	408.394096076733	389.881255716578	0.064763007413278	0.562445776087381	0.813355397296723	notDE
AT2G27600	WT	h3h3	5935.91631447165	5869.72433845938	0.0161444716930712	0.782229523369742	0.922008037512748	notDE
AT2G27610	WT	h3h3	123.536069179571	109.004747732285	0.180168914056818	0.379885172398509	0.686221303989608	notDE
AT2G27630	WT	h3h3	21.3611550427842	18.9919724907442	0.1809432000292	0.696439772578989	0.883628844615945	notDE
AT2G27660	WT	h3h3	7.60673746370819	9.16673913408852	-0.289921040778672	0.698259788535758	0.884326698658433	notDE
AT2G27680	WT	h3h3	2322.23448502938	2236.00304558251	0.0543272452103415	0.420145248883745	0.715044941972931	notDE
AT2G27690	WT	h3h3	337.093472296387	391.488877582754	-0.217999121457705	0.0584385221859906	0.238524634122566	notDE
AT2G27700	WT	h3h3	7.73720024045567	7.25260412724407	0.0865367705255153	0.909354558053408	0.970897382422936	notDE
AT2G27710	WT	h3h3	13195.0445533331	10317.9381949009	0.354740790069503	1.77022618057297e-09	9.97615622551847e-08	notDE
AT2G27720	WT	h3h3	11720.7548798879	10534.2981361668	0.153871869394924	0.00335082299864037	0.0294814603598535	notDE
AT2G27730	WT	h3h3	4546.63297920961	4343.20719447476	0.0657375526968121	0.291855501920559	0.603989715271432	notDE
AT2G27740	WT	h3h3	100.791719874536	117.143289781474	-0.219750431558245	0.276408487447674	0.588538723133225	notDE
AT2G27760	WT	h3h3	391.329726196561	379.23823474471	0.0436167788683937	0.701822256149684	0.886388338381185	notDE
AT2G27770	WT	h3h3	299.004265000631	312.993515917915	-0.0669848730850751	0.656546616781638	0.863284268759881	notDE
AT2G27775	WT	h3h3	436.567897773754	344.443055765446	0.340298582615402	0.00550186151531886	0.0430008629016618	notDE
AT2G27790	WT	h3h3	168.377894883322	176.953353997064	-0.0704443254077784	0.661733356542735	0.865458643603437	notDE
AT2G27800	WT	h3h3	146.822628227764	160.687029810014	-0.130251596350216	0.44275718401917	0.732795818515381	notDE
AT2G27810	WT	h3h3	2536.35990371386	2395.73102925638	0.0822956612911966	0.167195164002383	0.447909428233631	notDE
AT2G27820	WT	h3h3	1564.57451202249	1585.51118710664	-0.0191925692586994	0.810076364642142	0.933128145275213	notDE
AT2G27830	WT	h3h3	2530.47585100794	2578.19268776398	-0.0277637801256237	0.649748817306716	0.859937991490085	notDE
AT2G27840	WT	h3h3	1527.47857964605	1150.57351330108	0.407723604699046	3.85918008436584e-05	0.00070636189321961	notDE
AT2G27860	WT	h3h3	8762.89313148163	8930.05133778821	-0.026976013262212	0.602285735933159	0.836819847962681	notDE
AT2G27880	WT	h3h3	2722.27610621348	2368.7491942495	0.201793447064494	0.0556697156780472	0.231488730338909	notDE
AT2G27900	WT	h3h3	3681.08955987957	3746.56484726515	-0.0250479497521437	0.666903180387565	0.867614461848319	notDE
AT2G27920	WT	h3h3	852.897799998178	841.851155907147	0.0196931205929046	0.880103900213631	0.958713219272182	notDE
AT2G27930	WT	h3h3	43.2536596121003	44.6779592769613	-0.0315471178203449	0.922764373987474	0.974504343078299	notDE
AT2G27950	WT	h3h3	2279.47756225162	2418.64568188384	-0.0851065306807071	0.237070901547232	0.543155382115541	notDE
AT2G27960	WT	h3h3	1391.93493897207	1448.16533836747	-0.0573374348583557	0.419712981792095	0.714876879311599	notDE
AT2G27970	WT	h3h3	1060.35176609336	885.319136156543	0.258951985218661	0.00282348778060772	0.0256316196785563	notDE
AT2G27980	WT	h3h3	2589.09521068115	2758.61985709429	-0.0912574613161889	0.15234408908276	0.425629310855487	notDE
AT2G27990	WT	h3h3	1401.94023918914	2042.62316586358	-0.542485770414114	5.6092357745808e-13	5.24549275601082e-11	notDE
AT2G28000	WT	h3h3	16682.5925298987	12541.1853689693	0.411744175069134	1.43482100814936e-08	6.7531190965975e-07	notDE
AT2G28010	WT	h3h3	27.5797189628313	12.6044713359396	1.13049824256786	0.0179484951789024	0.105450486764388	notDE
AT2G28040	WT	h3h3	34.9223673210795	36.5151000049174	-0.0554854608995933	0.876955477597143	0.957736468859146	notDE
AT2G28050	WT	h3h3	151.64669150022	116.654166667324	0.378634106478936	0.0353197531387378	0.170086016070625	notDE
AT2G28056	WT	h3h3	31.2797024552743	31.3785974957875	-0.0143655924857983	0.970450005522116	0.991199478017404	notDE
AT2G28060	WT	h3h3	661.07624257897	665.34302253938	-0.0103749630578814	0.916361101516544	0.972730797954119	notDE
AT2G28070	WT	h3h3	1313.71923932336	1357.89368111135	-0.0478220205731807	0.492591979225403	0.768195254523157	notDE
AT2G28080	WT	h3h3	1550.45259372809	1596.67298346005	-0.0435646175023433	0.596904537596725	0.834529013891675	notDE
